NDat,Taxon,Family,Order,Character,Reference,CharacterState,Value,Min,Max,Notes,NUsrcrDat,DcrDat,NUsrupDat,DupDat
118311,Neurada procumbens,Neuradaceae,Malvales,207. Symmetry of perianth (D1),Flora of Pakistan 2013 (website),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Rebeca Hernández Gutiérrez,03-Jul-13,,
119139,Neurada procumbens,Neuradaceae,Malvales,230. Perianth phyllotaxy (D1),Cornara et al 2005 (PlantSystEvol),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Rebeca Hernández Gutiérrez,03-Jul-13,,
118269,Neurada procumbens,Neuradaceae,Malvales,231. Number of perianth whorls (C1),Flora of Pakistan 2013 (website),,2,,,,Rebeca Hernández Gutiérrez,03-Jul-13,,
118270,Neurada procumbens,Neuradaceae,Malvales,232. Perianth merism (C1),Flora of Pakistan 2013 (website),,5,,,,Rebeca Hernández Gutiérrez,03-Jul-13,,
142610,Neurada procumbens,Neuradaceae,Malvales,234. Perianth differentiation (D1),Flora of Pakistan 2013 (website),234. Perianth differentiation (D1): (4) marked differentiation,,,,,Elisabeth Reyes,19-Feb-14,Elisabeth Reyes,26-Feb-14
118390,Neurada procumbens,Neuradaceae,Malvales,301. Number of fertile stamens (C1),Flora of Pakistan 2013 (website),,10,,,,Rebeca Hernández Gutiérrez,03-Jul-13,,
118427,Neurada procumbens,Neuradaceae,Malvales,305. Filament (D1),Flora of Pakistan 2013 (website),305. Filament (D1): (3) short and narrow,,,,c. 2mm long,Rebeca Hernández Gutiérrez,03-Jul-13,,
142614,Neurada procumbens,Neuradaceae,Malvales,311. Anther orientation (D1),Watson & Dallwitz 2013 (website),311. Anther orientation (D1): (0) introrse,,,,,Elisabeth Reyes,19-Feb-14,Elisabeth Reyes,19-Feb-14
142615,Neurada procumbens,Neuradaceae,Malvales,312. Anther attachment (D1),Watson & Dallwitz 2013 (website),312. Anther attachment (D1): (1) dorsifixed,,,,,Elisabeth Reyes,19-Feb-14,Elisabeth Reyes,19-Feb-14
142616,Neurada procumbens,Neuradaceae,Malvales,313. Anther dehiscence (D1),Watson & Dallwitz 2013 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Elisabeth Reyes,19-Feb-14,Elisabeth Reyes,19-Feb-14
142618,Neurada procumbens,Neuradaceae,Malvales,330. Androecium structural phyllotaxy (D1),Watson & Dallwitz 2013 (website),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Elisabeth Reyes,19-Feb-14,,
142619,Neurada procumbens,Neuradaceae,Malvales,331. Number of androecium structural whorls (C1),Watson & Dallwitz 2013 (website),,2,,,,Elisabeth Reyes,19-Feb-14,,
118380,Neurada procumbens,Neuradaceae,Malvales,332. Androecium structural merism (C1),Flora of Pakistan 2013 (website),,10,,,,Rebeca Hernández Gutiérrez,03-Jul-13,,
142620,Neurada procumbens,Neuradaceae,Malvales,332. Androecium structural merism (C1),Watson & Dallwitz 2013 (website),,5,,,if 2 whorls,Elisabeth Reyes,19-Feb-14,,
118469,Neurada procumbens,Neuradaceae,Malvales,400. Gynoecium phyllotaxy (D1),Flora of Pakistan 2013 (website),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Rebeca Hernández Gutiérrez,03-Jul-13,,
118472,Neurada procumbens,Neuradaceae,Malvales,401. Number of structural carpels (C1),Flora of Pakistan 2013 (website),,10,,,,Rebeca Hernández Gutiérrez,03-Jul-13,,
118500,Neurada procumbens,Neuradaceae,Malvales,403. Fusion of ovaries (C1),Flora of Pakistan 2013 (website),,1,,,,Rebeca Hernández Gutiérrez,03-Jul-13,Rebeca Hernández Gutiérrez,05-Jul-13
21101,Nicotiana tabacum,Solanaceae,Solanales,100. Sex (D1),Flora of China 2012 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Laetitia Carrive,27-Jan-12,,
21135,Nicotiana tabacum,Solanaceae,Solanales,102. Ovary position (D1),Flora of Pakistan 2012 (website),102. Ovary position (D1): (0) superior,,,,Oblique.,Laetitia Carrive,27-Jan-12,,
41470,Nicotiana tabacum,Solanaceae,Solanales,201. Number of perianth parts (C1),Flora of China 2012 (website),,10,,,,Hervé Sauquet,28-Jan-13,,
163574,Nicotiana tabacum,Solanaceae,Solanales,204. Fusion of perianth (C1),Flora of China 2014 (website),,0.55,,,calyx; http://www.efloras.org/object_page.aspx?object_id=3406&flora_id=2,Elisabeth Reyes,08-Aug-14,,
163575,Nicotiana tabacum,Solanaceae,Solanales,204. Fusion of perianth (C1),Flora of China 2014 (website),,0.9,,,corolla; http://www.efloras.org/object_page.aspx?object_id=3406&flora_id=2,Elisabeth Reyes,08-Aug-14,,
163628,Nicotiana tabacum,Solanaceae,Solanales,207. Symmetry of perianth (D1),Flora of China 2014 (website),207. Symmetry of perianth (D1): (2) zygomorphic,,,,,Elisabeth Reyes,08-Aug-14,,
188299,Nicotiana tabacum,Solanaceae,Solanales,207. Symmetry of perianth (D1),Nishino 1978 (BotMag),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Elisabeth Reyes,03-Nov-15,,
41466,Nicotiana tabacum,Solanaceae,Solanales,230. Perianth phyllotaxy (D1),Flora of China 2012 (website),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Hervé Sauquet,28-Jan-13,,
41467,Nicotiana tabacum,Solanaceae,Solanales,231. Number of perianth whorls (C1),Flora of China 2012 (website),,2,,,,Hervé Sauquet,28-Jan-13,,
140514,Nicotiana tabacum,Solanaceae,Solanales,232. Perianth merism (C1),Flora of China 2012 (website),,5,,,,Julien Massoni,01-Feb-14,,
41469,Nicotiana tabacum,Solanaceae,Solanales,234. Perianth differentiation (D1),Flora of China 2012 (website),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Hervé Sauquet,28-Jan-13,,
21118,Nicotiana tabacum,Solanaceae,Solanales,301. Number of fertile stamens (C1),Flora of China 2012 (website),,5,,,,Laetitia Carrive,27-Jan-12,,
21120,Nicotiana tabacum,Solanaceae,Solanales,305. Filament (D1),Flora of China 2012 (website),305. Filament (D1): (2) long and narrow,,,,,Laetitia Carrive,27-Jan-12,,
21124,Nicotiana tabacum,Solanaceae,Solanales,313. Anther dehiscence (D1),Flora of China 2012 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Laetitia Carrive,27-Jan-12,,
41946,Nicotiana tabacum,Solanaceae,Solanales,330. Androecium structural phyllotaxy (D1),Flora of China 2012 (website),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Hervé Sauquet,29-Jan-13,,
41947,Nicotiana tabacum,Solanaceae,Solanales,331. Number of androecium structural whorls (C1),Flora of China 2012 (website),,1,,,,Hervé Sauquet,29-Jan-13,,
41948,Nicotiana tabacum,Solanaceae,Solanales,332. Androecium structural merism (C1),Flora of China 2012 (website),,5,,,,Hervé Sauquet,29-Jan-13,,
21125,Nicotiana tabacum,Solanaceae,Solanales,400. Gynoecium phyllotaxy (D1),Flora of China 2012 (website),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Laetitia Carrive,27-Jan-12,,
21126,Nicotiana tabacum,Solanaceae,Solanales,401. Number of structural carpels (C1),Flora of China 2012 (website),,2,,,Ovary 2-locular with axile placentation.,Laetitia Carrive,27-Jan-12,,
21127,Nicotiana tabacum,Solanaceae,Solanales,403. Fusion of ovaries (C1),Flora of China 2012 (website),,1,,,,Laetitia Carrive,27-Jan-12,,
142395,Nitraria retusa,Nitrariaceae,Sapindales,100. Sex (D1),Flora of Pakistan 2014 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Elisabeth Reyes,18-Feb-14,,
142406,Nitraria retusa,Nitrariaceae,Sapindales,102. Ovary position (D1),Watson & Dallwitz 2013 (website),102. Ovary position (D1): (0) superior,,,,,Elisabeth Reyes,18-Feb-14,,
142400,Nitraria retusa,Nitrariaceae,Sapindales,201. Number of perianth parts (C1),Flora of Pakistan 2014 (website),,10,,,,Elisabeth Reyes,18-Feb-14,,
142396,Nitraria retusa,Nitrariaceae,Sapindales,204. Fusion of perianth (C1),Flora of Pakistan 2014 (website),,0,,,,Elisabeth Reyes,18-Feb-14,,
142408,Nitraria retusa,Nitrariaceae,Sapindales,207. Symmetry of perianth (D1),Watson & Dallwitz 2013 (website),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Elisabeth Reyes,18-Feb-14,,
142397,Nitraria retusa,Nitrariaceae,Sapindales,230. Perianth phyllotaxy (D1),Flora of Pakistan 2014 (website),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Elisabeth Reyes,18-Feb-14,,
142398,Nitraria retusa,Nitrariaceae,Sapindales,231. Number of perianth whorls (C1),Flora of Pakistan 2014 (website),,2,,,,Elisabeth Reyes,18-Feb-14,,
142399,Nitraria retusa,Nitrariaceae,Sapindales,232. Perianth merism (C1),Flora of Pakistan 2014 (website),,5,,,,Elisabeth Reyes,18-Feb-14,,
142407,Nitraria retusa,Nitrariaceae,Sapindales,234. Perianth differentiation (D1),Flora of Pakistan 2014 (website),234. Perianth differentiation (D1): (4) marked differentiation,,,,,Elisabeth Reyes,18-Feb-14,Elisabeth Reyes,26-Feb-14
142401,Nitraria retusa,Nitrariaceae,Sapindales,301. Number of fertile stamens (C1),Flora of Pakistan 2014 (website),,15,,,,Elisabeth Reyes,18-Feb-14,,
142413,Nitraria retusa,Nitrariaceae,Sapindales,311. Anther orientation (D1),Watson & Dallwitz 2013 (website),311. Anther orientation (D1): (0) introrse,,,,,Elisabeth Reyes,18-Feb-14,,
142414,Nitraria retusa,Nitrariaceae,Sapindales,312. Anther attachment (D1),Watson & Dallwitz 2013 (website),312. Anther attachment (D1): (1) dorsifixed,,,,,Elisabeth Reyes,18-Feb-14,,
142415,Nitraria retusa,Nitrariaceae,Sapindales,313. Anther dehiscence (D1),Watson & Dallwitz 2013 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Elisabeth Reyes,18-Feb-14,,
142402,Nitraria retusa,Nitrariaceae,Sapindales,401. Number of structural carpels (C1),Flora of Pakistan 2014 (website),,3,,,,Elisabeth Reyes,18-Feb-14,,
142416,Nitraria retusa,Nitrariaceae,Sapindales,403. Fusion of ovaries (C1),Watson & Dallwitz 2013 (website),,1,,,,Elisabeth Reyes,18-Feb-14,,
82894,Nolana humifusa,Solanaceae,Solanales,100. Sex (D1),Flora of Chile 2013 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Charlotte Prieu,26-Mar-13,,
86110,Nolana humifusa,Solanaceae,Solanales,102. Ovary position (D1),Mesa 1981 (FloraNeotropica),102. Ovary position (D1): (0) superior,,,,,Charlotte Prieu,05-Apr-13,,
82906,Nolana humifusa,Solanaceae,Solanales,201. Number of perianth parts (C1),Flora of Chile 2013 (website),,10,,,,Charlotte Prieu,26-Mar-13,,
82908,Nolana humifusa,Solanaceae,Solanales,204. Fusion of perianth (C1),Flora of Chile 2013 (website),,,0.5,1,,Charlotte Prieu,26-Mar-13,,
82909,Nolana humifusa,Solanaceae,Solanales,207. Symmetry of perianth (D1),Flora of Chile 2013 (website),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,petals,Charlotte Prieu,26-Mar-13,Charlotte Prieu,05-Apr-13
82902,Nolana humifusa,Solanaceae,Solanales,230. Perianth phyllotaxy (D1),Flora of Chile 2013 (website),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Charlotte Prieu,26-Mar-13,,
82903,Nolana humifusa,Solanaceae,Solanales,231. Number of perianth whorls (C1),Flora of Chile 2013 (website),,2,,,,Charlotte Prieu,26-Mar-13,,
82904,Nolana humifusa,Solanaceae,Solanales,232. Perianth merism (C1),Flora of Chile 2013 (website),,5,,,,Charlotte Prieu,26-Mar-13,,
82905,Nolana humifusa,Solanaceae,Solanales,234. Perianth differentiation (D1),Flora of Chile 2013 (website),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Charlotte Prieu,26-Mar-13,,
86115,Nolana humifusa,Solanaceae,Solanales,301. Number of fertile stamens (C1),Mesa 1981 (FloraNeotropica),,5,,,,Charlotte Prieu,05-Apr-13,,
86118,Nolana humifusa,Solanaceae,Solanales,305. Filament (D1),Mesa 1981 (FloraNeotropica),305. Filament (D1): (2) long and narrow,,,,,Charlotte Prieu,05-Apr-13,Maria von Balthazar,06-Jul-16
86119,Nolana humifusa,Solanaceae,Solanales,305. Filament (D1),Mesa 1981 (FloraNeotropica),305. Filament (D1): (B) short (general),,,,"One morph with short filament, the other morph with long filament",Charlotte Prieu,05-Apr-13,Charlotte Prieu,05-Apr-13
86126,Nolana humifusa,Solanaceae,Solanales,311. Anther orientation (D1),Mesa 1981 (FloraNeotropica),311. Anther orientation (D1): (0) introrse,,,,,Charlotte Prieu,05-Apr-13,,
86127,Nolana humifusa,Solanaceae,Solanales,312. Anther attachment (D1),Mesa 1981 (FloraNeotropica),312. Anther attachment (D1): (0) basifixed,,,,,Charlotte Prieu,05-Apr-13,,
86128,Nolana humifusa,Solanaceae,Solanales,313. Anther dehiscence (D1),Mesa 1981 (FloraNeotropica),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Charlotte Prieu,05-Apr-13,,
86112,Nolana humifusa,Solanaceae,Solanales,330. Androecium structural phyllotaxy (D1),Mesa 1981 (FloraNeotropica),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Charlotte Prieu,05-Apr-13,,
86113,Nolana humifusa,Solanaceae,Solanales,331. Number of androecium structural whorls (C1),Mesa 1981 (FloraNeotropica),,1,,,,Charlotte Prieu,05-Apr-13,,
86114,Nolana humifusa,Solanaceae,Solanales,332. Androecium structural merism (C1),Mesa 1981 (FloraNeotropica),,5,,,,Charlotte Prieu,05-Apr-13,,
82922,Nolana humifusa,Solanaceae,Solanales,401. Number of structural carpels (C1),Mesa 1981 (FloraNeotropica),,,5,27,"Number variable, depending on the infra-specific taxon
1 to 3 whorls",Charlotte Prieu,26-Mar-13,Charlotte Prieu,05-Apr-13
86129,Nolana humifusa,Solanaceae,Solanales,403. Fusion of ovaries (C1),Mesa 1981 (FloraNeotropica),,1,,,,Charlotte Prieu,05-Apr-13,,
164174,Nothofagus antarctica,Nothofagaceae,Fagales,100. Sex (D1),Heywood et al 2007 (book),100. Sex (D1): (1) unisexual monoecious (structurally and functionally),,,,,Hervé Sauquet,13-Aug-14,,
164208,Nothofagus antarctica,Nothofagaceae,Fagales,201. Number of perianth parts (C1),Langdon 1947 (BotGaz),,4,,,"male flowers; probably variable, approx count based on figure",Hervé Sauquet,13-Aug-14,Hervé Sauquet,13-Aug-14
164213,Nothofagus antarctica,Nothofagaceae,Fagales,204. Fusion of perianth (C1),Langdon 1947 (BotGaz),,,0.6,0.7,male flowers,Hervé Sauquet,13-Aug-14,,
164214,Nothofagus antarctica,Nothofagaceae,Fagales,207. Symmetry of perianth (D1),Langdon 1947 (BotGaz),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Hervé Sauquet,13-Aug-14,,
164209,Nothofagus antarctica,Nothofagaceae,Fagales,230. Perianth phyllotaxy (D1),Langdon 1947 (BotGaz),230. Perianth phyllotaxy (D1): (0) whorled,,,,male flowers,Hervé Sauquet,13-Aug-14,,
164210,Nothofagus antarctica,Nothofagaceae,Fagales,231. Number of perianth whorls (C1),Langdon 1947 (BotGaz),,1,,,male flowers; also coherent with descriptions,Hervé Sauquet,13-Aug-14,,
164211,Nothofagus antarctica,Nothofagaceae,Fagales,232. Perianth merism (C1),Langdon 1947 (BotGaz),,4,,,male flowers,Hervé Sauquet,13-Aug-14,,
164212,Nothofagus antarctica,Nothofagaceae,Fagales,234. Perianth differentiation (D1),Langdon 1947 (BotGaz),234. Perianth differentiation (D1): (0) undifferentiated,,,,male flowers,Hervé Sauquet,13-Aug-14,,
164176,Nothofagus antarctica,Nothofagaceae,Fagales,301. Number of fertile stamens (C1),van Steenis 1953 (JArnArbor),,,8,13,,Hervé Sauquet,13-Aug-14,,
164215,Nothofagus antarctica,Nothofagaceae,Fagales,305. Filament (D1),Langdon 1947 (BotGaz),305. Filament (D1): (2) long and narrow,,,,,Hervé Sauquet,13-Aug-14,,
164177,Nothofagus antarctica,Nothofagaceae,Fagales,312. Anther attachment (D1),van Steenis 1953 (JArnArbor),312. Anther attachment (D1): (0) basifixed,,,,,Hervé Sauquet,13-Aug-14,,
164182,Nothofagus antarctica,Nothofagaceae,Fagales,401. Number of structural carpels (C1),van Steenis 1953 (JArnArbor),,,2,3,,Hervé Sauquet,13-Aug-14,,
164207,Nothofagus antarctica,Nothofagaceae,Fagales,401. Number of structural carpels (C1),Langdon 1947 (BotGaz),,,2,3,depending on position of female flower in inflorescence: see Fig. 26a,Hervé Sauquet,13-Aug-14,,
164183,Nothofagus antarctica,Nothofagaceae,Fagales,403. Fusion of ovaries (C1),van Steenis 1953 (JArnArbor),,1,,,,Hervé Sauquet,13-Aug-14,,
164186,Nothofagus antarctica,Nothofagaceae,Fagales,411. Number of ovules per functional carpel (C1),van Steenis 1953 (JArnArbor),,2,,,,Hervé Sauquet,13-Aug-14,,
126450,Nothoscordum bivalve,Amaryllidaceae,Asparagales,100. Sex (D1),Kubitzki 1998 (book),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Guillaume Chomicki,09-Jul-13,,
126482,Nothoscordum bivalve,Amaryllidaceae,Asparagales,102. Ovary position (D1),Kubitzki 1998 (book),102. Ovary position (D1): (0) superior,,,,,Guillaume Chomicki,09-Jul-13,,
126521,Nothoscordum bivalve,Amaryllidaceae,Asparagales,201. Number of perianth parts (C1),Encyclopedia of Life 2013 (website),,6,,,,Guillaume Chomicki,09-Jul-13,,
126525,Nothoscordum bivalve,Amaryllidaceae,Asparagales,204. Fusion of perianth (C1),Kubitzki 1998 (book),,,0.1,0.3,,Guillaume Chomicki,09-Jul-13,Guillaume Chomicki,09-Jul-13
126543,Nothoscordum bivalve,Amaryllidaceae,Asparagales,207. Symmetry of perianth (D1),Encyclopedia of Life 2013 (website),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Guillaume Chomicki,09-Jul-13,,
126496,Nothoscordum bivalve,Amaryllidaceae,Asparagales,230. Perianth phyllotaxy (D1),Encyclopedia of Life 2013 (website),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Guillaume Chomicki,09-Jul-13,,
126505,Nothoscordum bivalve,Amaryllidaceae,Asparagales,231. Number of perianth whorls (C1),Kubitzki 1998 (book),,2,,,,Guillaume Chomicki,09-Jul-13,,
126508,Nothoscordum bivalve,Amaryllidaceae,Asparagales,232. Perianth merism (C1),Kubitzki 1998 (book),,3,,,,Guillaume Chomicki,09-Jul-13,,
126517,Nothoscordum bivalve,Amaryllidaceae,Asparagales,234. Perianth differentiation (D1),Encyclopedia of Life 2013 (website),234. Perianth differentiation (D1): (0) undifferentiated,,,,,Guillaume Chomicki,09-Jul-13,,
126650,Nothoscordum bivalve,Amaryllidaceae,Asparagales,301. Number of fertile stamens (C1),Encyclopedia of Life 2013 (website),,6,,,,Guillaume Chomicki,09-Jul-13,,
126689,Nothoscordum bivalve,Amaryllidaceae,Asparagales,305. Filament (D1),Encyclopedia of Life 2013 (website),305. Filament (D1): (2) long and narrow,,,,,Guillaume Chomicki,09-Jul-13,Maria von Balthazar,06-Jul-16
126766,Nothoscordum bivalve,Amaryllidaceae,Asparagales,311. Anther orientation (D1),Kubitzki 1998 (book),311. Anther orientation (D1): (0) introrse,,,,,Guillaume Chomicki,09-Jul-13,Guillaume Chomicki,09-Jul-13
126774,Nothoscordum bivalve,Amaryllidaceae,Asparagales,312. Anther attachment (D1),Kubitzki 1998 (book),312. Anther attachment (D1): (0) basifixed,,,,Also observed in photos,Guillaume Chomicki,09-Jul-13,,
126776,Nothoscordum bivalve,Amaryllidaceae,Asparagales,313. Anther dehiscence (D1),Kubitzki 1998 (book),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Guillaume Chomicki,09-Jul-13,,
126621,Nothoscordum bivalve,Amaryllidaceae,Asparagales,330. Androecium structural phyllotaxy (D1),Kubitzki 1998 (book),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Guillaume Chomicki,09-Jul-13,,
126646,Nothoscordum bivalve,Amaryllidaceae,Asparagales,331. Number of androecium structural whorls (C1),Kubitzki 1998 (book),,1,,,I would have though that there are 2 stamen whorls from the photos but a single series is stated as a apomorphy of the genus so it is probably right.,Guillaume Chomicki,09-Jul-13,Guillaume Chomicki,09-Jul-13
126647,Nothoscordum bivalve,Amaryllidaceae,Asparagales,332. Androecium structural merism (C1),Kubitzki 1998 (book),,6,,,,Guillaume Chomicki,09-Jul-13,,
126780,Nothoscordum bivalve,Amaryllidaceae,Asparagales,400. Gynoecium phyllotaxy (D1),Kubitzki 1998 (book),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Guillaume Chomicki,09-Jul-13,,
126783,Nothoscordum bivalve,Amaryllidaceae,Asparagales,401. Number of structural carpels (C1),Kubitzki 1998 (book),,3,,,,Guillaume Chomicki,09-Jul-13,,
126788,Nothoscordum bivalve,Amaryllidaceae,Asparagales,403. Fusion of ovaries (C1),Kubitzki 1998 (book),,1,,,,Guillaume Chomicki,09-Jul-13,,
126811,Nothoscordum bivalve,Amaryllidaceae,Asparagales,411. Number of ovules per functional carpel (C1),Encyclopedia of Life 2013 (website),,,4,12,Variation in the genus,Guillaume Chomicki,09-Jul-13,,
81563,Nuphar advena,Nymphaeaceae,Nymphaeales,100. Sex (D1),Flora of North America 2013 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Hervé Sauquet,25-Mar-13,,
81567,Nuphar advena,Nymphaeaceae,Nymphaeales,102. Ovary position (D1),Flora of North America 2013 (website),102. Ovary position (D1): (0) superior,,,,,Hervé Sauquet,25-Mar-13,,
180372,Nuphar advena,Nymphaeaceae,Nymphaeales,201. Number of perianth parts (C1),Endress 2001b (IJPS),,21,,,"= 3+3 ""sepals"" (outer tepals) + ca. 15 (6+9) ""petals"" (inner tepals, nectariferous and much smaller)
Peter Endress, pers. comm. (4 May 2015): ""I extrapolate that there are ca. 15 inner tepals. This is also what you can see in the SEMs of my 2001 paper.",Hervé Sauquet,02-May-15,Hervé Sauquet,12-May-15
81595,Nuphar advena,Nymphaeaceae,Nymphaeales,204. Fusion of perianth (C1),Flora of North America 2013 (website),,0,,,,Hervé Sauquet,25-Mar-13,,
81599,Nuphar advena,Nymphaeaceae,Nymphaeales,207. Symmetry of perianth (D1),Flora of North America 2013 (website),207. Symmetry of perianth (D1): (5) actinomorphic (general),,,,,Hervé Sauquet,25-Mar-13,,
125882,Nuphar advena,Nymphaeaceae,Nymphaeales,230. Perianth phyllotaxy (D1),Endress 2001b (IJPS),230. Perianth phyllotaxy (D1): (0) whorled,,,,"outer 6 tepals (""sepals""), arranged in two whorls of 3 (in this species); with spiral initiation",Hervé Sauquet,08-Jul-13,Hervé Sauquet,02-May-15
125884,Nuphar advena,Nymphaeaceae,Nymphaeales,230. Perianth phyllotaxy (D1),Endress 2001b (IJPS),230. Perianth phyllotaxy (D1): (2) irregular,,,,"inner tepals (""petals"")
Peter Endress, pers. comm. (4 May 2015): ""Phyllotaxis of the inner tepals and stamens is (somewhat irregularly) whorled. You can see that there are orthostichies but they are not always complete and not always exactly radial.""",Hervé Sauquet,08-Jul-13,Hervé Sauquet,12-May-15
180566,Nuphar advena,Nymphaeaceae,Nymphaeales,230. Perianth phyllotaxy (D1),Endress 2001b (IJPS),230. Perianth phyllotaxy (D1): (0) whorled,,,,"inner tepals (""petals"")
Peter Endress, pers. comm. (4 May 2015): ""Phyllotaxis of the inner tepals and stamens is (somewhat irregularly) whorled. You can see that there are orthostichies but they are not always complete and not always exactly radial.""",Hervé Sauquet,12-May-15,,
180565,Nuphar advena,Nymphaeaceae,Nymphaeales,231. Number of perianth whorls (C1),Endress 2001b (IJPS),,4,,,"Peter Endress, pers. comm. (4 May 2015): ""I extrapolate that there are ca. 15 inner tepals. This is also what you can see in the SEMs of my 2001 paper.  Here the inner tepals are in two complex whorls. In Fig. 9C and D the first whorl has 6 inner tepals (",Hervé Sauquet,12-May-15,,
125963,Nuphar advena,Nymphaeaceae,Nymphaeales,232. Perianth merism (C1),Schneider et al 2003 (IJPS),,3,,,,Mario Coiro,09-Jul-13,,
180373,Nuphar advena,Nymphaeaceae,Nymphaeales,232. Perianth merism (C1),Endress 2001b (IJPS),,,3,9,"Peter Endress, pers. comm. (4 May 2015):
""Nuphar advena often has 5 or 6 outer tepals. If 5, they have a quincuncial aestivation. If six they have an aestivation like two worhls of three.""
""I extrapolate that there are ca. 15 inner tepals. This is also",Hervé Sauquet,02-May-15,Hervé Sauquet,12-May-15
174445,Nuphar advena,Nymphaeaceae,Nymphaeales,234. Perianth differentiation (D1),Flora of North America 2014 (website),234. Perianth differentiation (D1): (2) marked differentiation among petaloid tepals,,,,"The most marked differentiation is between the outer tepals (""sepals"", usually 6) and the inner, much smaller tepals (""petals"", much smaller). The outer tepals are somewhat intermediate between sepaloid (abaxially) and petaloid (adaxially).",Elisabeth Reyes,21-Oct-14,Hervé Sauquet,02-May-15
180375,Nuphar advena,Nymphaeaceae,Nymphaeales,301. Number of fertile stamens (C1),Endress 2001b (IJPS),,180,,,minimum estimate based on Fig. 9H,Hervé Sauquet,02-May-15,,
81611,Nuphar advena,Nymphaeaceae,Nymphaeales,305. Filament (D1),Flora of North America 2013 (website),305. Filament (D1): (1) present (general),,,,,Hervé Sauquet,25-Mar-13,,
126335,Nuphar advena,Nymphaeaceae,Nymphaeales,311. Anther orientation (D1),Padgett 2007 (Rhodora),311. Anther orientation (D1): (0) introrse,,,,,Mario Coiro,09-Jul-13,,
81616,Nuphar advena,Nymphaeaceae,Nymphaeales,313. Anther dehiscence (D1),Flora of North America 2013 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Hervé Sauquet,25-Mar-13,,
180376,Nuphar advena,Nymphaeaceae,Nymphaeales,330. Androecium structural phyllotaxy (D1),Endress 2001b (IJPS),330. Androecium structural phyllotaxy (D1): (2) irregular,,,,,Hervé Sauquet,02-May-15,,
180564,Nuphar advena,Nymphaeaceae,Nymphaeales,330. Androecium structural phyllotaxy (D1),Endress 2001b (IJPS),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,"Peter Endress, pers. comm. (4 May 2015): ""Phyllotaxis of the inner tepals and stamens is (somewhat irregularly) whorled. You can see that there are orthostichies but they are not always complete and not always exactly radial.""",Hervé Sauquet,12-May-15,,
81625,Nuphar advena,Nymphaeaceae,Nymphaeales,400. Gynoecium phyllotaxy (D1),Flora of North America 2013 (website),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Hervé Sauquet,25-Mar-13,Hervé Sauquet,25-Mar-13
81638,Nuphar advena,Nymphaeaceae,Nymphaeales,401. Number of structural carpels (C1),Flora of North America 2013 (website),,,9,23,"""stigmatic rays 9-23""",Hervé Sauquet,25-Mar-13,,
81658,Nuphar advena,Nymphaeaceae,Nymphaeales,403. Fusion of ovaries (C1),Flora of North America 2013 (website),,1,,,,Hervé Sauquet,25-Mar-13,,
44740,Nymphaea odorata,Nymphaeaceae,Nymphaeales,100. Sex (D1),Flora of North America 2013 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Hervé Sauquet,10-Feb-13,,
44730,Nymphaea odorata,Nymphaeaceae,Nymphaeales,102. Ovary position (D1),Flora of North America 2013 (website),102. Ovary position (D1): (2) half-inferior,,,,"""perianth perigynous""",Hervé Sauquet,10-Feb-13,,
