NDat,Taxon,Family,Order,Character,Reference,CharacterState,Value,Min,Max,Notes,NUsrcrDat,DcrDat,NUsrupDat,DupDat
44731,Nymphaea odorata,Nymphaeaceae,Nymphaeales,201. Number of perianth parts (C1),Flora of North America 2013 (website),,,21,47,"""K""4 + ""C""(14-)17-43",Hervé Sauquet,10-Feb-13,,
125980,Nymphaea odorata,Nymphaeaceae,Nymphaeales,201. Number of perianth parts (C1),Schneider et al 2003 (IJPS),,,10,55,"""four sepals, six to 51 petals""",Mario Coiro,09-Jul-13,Hervé Sauquet,11-May-15
125991,Nymphaea odorata,Nymphaeaceae,Nymphaeales,204. Fusion of perianth (C1),Schneider et al 2003 (IJPS),,0,,,,Mario Coiro,09-Jul-13,,
126181,Nymphaea odorata,Nymphaeaceae,Nymphaeales,207. Symmetry of perianth (D1),Schneider & Chaney 1981 (SouthwesternNat),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,outer part,Mario Coiro,09-Jul-13,,
126184,Nymphaea odorata,Nymphaeaceae,Nymphaeales,207. Symmetry of perianth (D1),Schneider & Chaney 1981 (SouthwesternNat),207. Symmetry of perianth (D1): (4) asymmetric,,,,inner part,Mario Coiro,09-Jul-13,,
127179,Nymphaea odorata,Nymphaeaceae,Nymphaeales,230. Perianth phyllotaxy (D1),Schneider et al 2003 (IJPS),230. Perianth phyllotaxy (D1): (0) whorled,,,,"following discussions with Mario Coiro and Peter Endress, we finally agree there is no true irregularity in the perianth phyllotaxy of this species and it is best scored as whorled only",Mario Coiro,09-Jul-13,Hervé Sauquet,11-May-15
180454,Nymphaea odorata,Nymphaeaceae,Nymphaeales,231. Number of perianth whorls (C1),Schneider et al 2003 (IJPS),,4,,,"seems variable; minimum number (probably more, but possibly fewer in some flowers); the authors refer to the sepal whorl (4 parts), and the first (4), second (8), and third (8) petal whorls so there are at least 4 perianth whorls and 24 perianth parts in",Maria von Balthazar,06-May-15,Hervé Sauquet,08-Jul-16
125967,Nymphaea odorata,Nymphaeaceae,Nymphaeales,232. Perianth merism (C1),Schneider et al 2003 (IJPS),,,4,8,,Mario Coiro,09-Jul-13,Hervé Sauquet,11-May-15
44734,Nymphaea odorata,Nymphaeaceae,Nymphaeales,234. Perianth differentiation (D1),Flora of North America 2013 (website),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Hervé Sauquet,10-Feb-13,,
44727,Nymphaea odorata,Nymphaeaceae,Nymphaeales,301. Number of fertile stamens (C1),Flora of North America 2013 (website),,,35,120,,Hervé Sauquet,10-Feb-13,,
126254,Nymphaea odorata,Nymphaeaceae,Nymphaeales,301. Number of fertile stamens (C1),Schneider et al 2003 (IJPS),,,60,70,,Mario Coiro,09-Jul-13,,
126260,Nymphaea odorata,Nymphaeaceae,Nymphaeales,305. Filament (D1),Schneider & Chaney 1981 (SouthwesternNat),305. Filament (D1): (7) petaloid,,,,outer stamens,Mario Coiro,09-Jul-13,Mario Coiro,09-Jul-13
126267,Nymphaea odorata,Nymphaeaceae,Nymphaeales,305. Filament (D1),Schneider & Chaney 1981 (SouthwesternNat),305. Filament (D1): (5) short and wide,,,,inner stamens,Mario Coiro,09-Jul-13,,
126326,Nymphaea odorata,Nymphaeaceae,Nymphaeales,311. Anther orientation (D1),Conard 1905 (book),311. Anther orientation (D1): (0) introrse,,,,,Mario Coiro,09-Jul-13,,
44743,Nymphaea odorata,Nymphaeaceae,Nymphaeales,313. Anther dehiscence (D1),Flora of North America 2013 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Hervé Sauquet,10-Feb-13,,
126214,Nymphaea odorata,Nymphaeaceae,Nymphaeales,330. Androecium structural phyllotaxy (D1),Schneider et al 2003 (IJPS),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Mario Coiro,09-Jul-13,,
126226,Nymphaea odorata,Nymphaeaceae,Nymphaeales,331. Number of androecium structural whorls (C1),Schneider et al 2003 (IJPS),,,4,8,,Mario Coiro,09-Jul-13,,
126350,Nymphaea odorata,Nymphaeaceae,Nymphaeales,400. Gynoecium phyllotaxy (D1),Schneider et al 2003 (IJPS),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Mario Coiro,09-Jul-13,,
44729,Nymphaea odorata,Nymphaeaceae,Nymphaeales,401. Number of structural carpels (C1),Flora of North America 2013 (website),,,10,25,,Hervé Sauquet,10-Feb-13,,
126368,Nymphaea odorata,Nymphaeaceae,Nymphaeales,401. Number of structural carpels (C1),Schneider et al 2003 (IJPS),,,5,47,,Mario Coiro,09-Jul-13,,
44750,Nymphaea odorata,Nymphaeaceae,Nymphaeales,403. Fusion of ovaries (C1),Flora of North America 2013 (website),,1,,,,Hervé Sauquet,10-Feb-13,,
188935,Nymphoides peltata,Menyanthaceae,Asterales,100. Sex (D1),Flora of China 2015 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Maria von Balthazar,12-Nov-15,,
125330,Nymphoides peltata,Menyanthaceae,Asterales,102. Ovary position (D1),Lundberg & Bremer 2003 (IJPS),102. Ovary position (D1): (0) superior,,,,,Kristel Schoonderwoerd,08-Jul-13,,
127521,Nymphoides peltata,Menyanthaceae,Asterales,201. Number of perianth parts (C1),Lundberg & Bremer 2003 (IJPS),,10,,,,Kristel Schoonderwoerd,09-Jul-13,,
188933,Nymphoides peltata,Menyanthaceae,Asterales,204. Fusion of perianth (C1),Flora of China 2015 (website),,0.1,,,"sepals, fused at base",Maria von Balthazar,12-Nov-15,Maria von Balthazar,12-Nov-15
188934,Nymphoides peltata,Menyanthaceae,Asterales,204. Fusion of perianth (C1),Flora of China 2015 (website),,0.25,,,,Maria von Balthazar,12-Nov-15,,
125645,Nymphoides peltata,Menyanthaceae,Asterales,207. Symmetry of perianth (D1),Lundberg & Bremer 2003 (IJPS),207. Symmetry of perianth (D1): (5) actinomorphic (general),,,,,Kristel Schoonderwoerd,08-Jul-13,,
169376,Nymphoides peltata,Menyanthaceae,Asterales,230. Perianth phyllotaxy (D1),Encyclopedia of Life 2014 (website),230. Perianth phyllotaxy (D1): (0) whorled,,,,http://eol.org/data_objects/27025893,Elisabeth Reyes,05-Sep-14,,
127528,Nymphoides peltata,Menyanthaceae,Asterales,231. Number of perianth whorls (C1),Lundberg & Bremer 2003 (IJPS),,2,,,,Kristel Schoonderwoerd,09-Jul-13,,
127524,Nymphoides peltata,Menyanthaceae,Asterales,232. Perianth merism (C1),Lundberg & Bremer 2003 (IJPS),,5,,,,Kristel Schoonderwoerd,09-Jul-13,,
127531,Nymphoides peltata,Menyanthaceae,Asterales,234. Perianth differentiation (D1),Lundberg & Bremer 2003 (IJPS),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Kristel Schoonderwoerd,09-Jul-13,,
126077,Nymphoides peltata,Menyanthaceae,Asterales,301. Number of fertile stamens (C1),Lundberg & Bremer 2003 (IJPS),,5,,,,Kristel Schoonderwoerd,09-Jul-13,,
188942,Nymphoides peltata,Menyanthaceae,Asterales,305. Filament (D1),Flora of China 2015 (website),305. Filament (D1): (2) long and narrow,,,,,Maria von Balthazar,12-Nov-15,,
126602,Nymphoides peltata,Menyanthaceae,Asterales,311. Anther orientation (D1),Lundberg & Bremer 2003 (IJPS),311. Anther orientation (D1): (0) introrse,,,,,Kristel Schoonderwoerd,09-Jul-13,,
126418,Nymphoides peltata,Menyanthaceae,Asterales,312. Anther attachment (D1),Flora of China 2015 (website),312. Anther attachment (D1): (1) dorsifixed,,,,,Kristel Schoonderwoerd,09-Jul-13,Maria von Balthazar,12-Nov-15
188943,Nymphoides peltata,Menyanthaceae,Asterales,313. Anther dehiscence (D1),Flora of China 2015 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Maria von Balthazar,12-Nov-15,,
188938,Nymphoides peltata,Menyanthaceae,Asterales,330. Androecium structural phyllotaxy (D1),Flora of China 2015 (website),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Maria von Balthazar,12-Nov-15,,
188939,Nymphoides peltata,Menyanthaceae,Asterales,331. Number of androecium structural whorls (C1),Flora of China 2015 (website),,1,,,,Maria von Balthazar,12-Nov-15,,
126076,Nymphoides peltata,Menyanthaceae,Asterales,332. Androecium structural merism (C1),Lundberg & Bremer 2003 (IJPS),,5,,,,Kristel Schoonderwoerd,09-Jul-13,,
126874,Nymphoides peltata,Menyanthaceae,Asterales,401. Number of structural carpels (C1),Lundberg & Bremer 2003 (IJPS),,2,,,,Kristel Schoonderwoerd,09-Jul-13,,
188944,Nymphoides peltata,Menyanthaceae,Asterales,403. Fusion of ovaries (C1),Flora of China 2015 (website),,1,,,,Maria von Balthazar,12-Nov-15,,
83233,Nyssa ogeche,Nyssaceae,Cornales,100. Sex (D1),Burns & Honkala 1990 (book),100. Sex (D1): (F) unisexual dioecious (general: structural status unknown),,,,,Laetitia Carrive,26-Mar-13,,
83399,Nyssa ogeche,Nyssaceae,Cornales,100. Sex (D1),Marshall 1785 (book),"100. Sex (D1): (8) unisexual dioecious (functionally), but structurally androdioecious",,,,,Laetitia Carrive,26-Mar-13,,
83360,Nyssa ogeche,Nyssaceae,Cornales,102. Ovary position (D1),Burns & Honkala 1990 (book),102. Ovary position (D1): (1) inferior,,,,,Laetitia Carrive,26-Mar-13,,
83376,Nyssa ogeche,Nyssaceae,Cornales,201. Number of perianth parts (C1),Marshall 1785 (book),,5,,,,Laetitia Carrive,26-Mar-13,,
83377,Nyssa ogeche,Nyssaceae,Cornales,207. Symmetry of perianth (D1),Marshall 1785 (book),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Laetitia Carrive,26-Mar-13,,
83372,Nyssa ogeche,Nyssaceae,Cornales,230. Perianth phyllotaxy (D1),Marshall 1785 (book),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Laetitia Carrive,26-Mar-13,,
83373,Nyssa ogeche,Nyssaceae,Cornales,231. Number of perianth whorls (C1),Marshall 1785 (book),,1,,,,Laetitia Carrive,26-Mar-13,,
83375,Nyssa ogeche,Nyssaceae,Cornales,232. Perianth merism (C1),Marshall 1785 (book),,5,,,,Laetitia Carrive,26-Mar-13,,
83382,Nyssa ogeche,Nyssaceae,Cornales,301. Number of fertile stamens (C1),Marshall 1785 (book),,10,,,Staminate flowers.,Laetitia Carrive,26-Mar-13,Laetitia Carrive,26-Mar-13
83409,Nyssa ogeche,Nyssaceae,Cornales,301. Number of fertile stamens (C1),Marshall 1785 (book),,5,,,Pistillate flowers.,Laetitia Carrive,26-Mar-13,,
83385,Nyssa ogeche,Nyssaceae,Cornales,305. Filament (D1),Marshall 1785 (book),305. Filament (D1): (B) short (general),,,,"Same length as the anther, the whole stamen shorter than the tepals.",Laetitia Carrive,26-Mar-13,,
165974,Ochanostachys amentacea,Coulaceae,Santalales,100. Sex (D1),Parasitic Plant Connection 2014 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Charlotte Prieu,20-Aug-14,,
165975,Ochanostachys amentacea,Coulaceae,Santalales,102. Ovary position (D1),Parasitic Plant Connection 2014 (website),102. Ovary position (D1): (0) superior,,,,,Charlotte Prieu,20-Aug-14,,
165977,Ochanostachys amentacea,Coulaceae,Santalales,201. Number of perianth parts (C1),Flora Malesiana 1950 (book),,,7,10,,Charlotte Prieu,20-Aug-14,,
165983,Ochanostachys amentacea,Coulaceae,Santalales,204. Fusion of perianth (C1),Flora Malesiana 1950 (book),,,0.2,0.8,"sepals fused, petals free",Charlotte Prieu,20-Aug-14,,
165984,Ochanostachys amentacea,Coulaceae,Santalales,207. Symmetry of perianth (D1),Parasitic Plant Connection 2014 (website),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Charlotte Prieu,20-Aug-14,,
165978,Ochanostachys amentacea,Coulaceae,Santalales,230. Perianth phyllotaxy (D1),Flora Malesiana 1950 (book),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Charlotte Prieu,20-Aug-14,,
165979,Ochanostachys amentacea,Coulaceae,Santalales,231. Number of perianth whorls (C1),Flora Malesiana 1950 (book),,2,,,,Charlotte Prieu,20-Aug-14,,
165980,Ochanostachys amentacea,Coulaceae,Santalales,232. Perianth merism (C1),Flora Malesiana 1950 (book),,,3,5,,Charlotte Prieu,20-Aug-14,,
165982,Ochanostachys amentacea,Coulaceae,Santalales,234. Perianth differentiation (D1),Parasitic Plant Connection 2014 (website),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Charlotte Prieu,20-Aug-14,,
165989,Ochanostachys amentacea,Coulaceae,Santalales,301. Number of fertile stamens (C1),Flora Malesiana 1950 (book),,,6,15,"2 to 3 stamens per petal, and 3 to 5 petals",Charlotte Prieu,20-Aug-14,,
165994,Ochanostachys amentacea,Coulaceae,Santalales,305. Filament (D1),Flora Malesiana 1950 (book),305. Filament (D1): (2) long and narrow,,,,,Charlotte Prieu,20-Aug-14,,
166001,Ochanostachys amentacea,Coulaceae,Santalales,312. Anther attachment (D1),Parasitic Plant Connection 2014 (website),312. Anther attachment (D1): (1) dorsifixed,,,,,Charlotte Prieu,20-Aug-14,,
166000,Ochanostachys amentacea,Coulaceae,Santalales,313. Anther dehiscence (D1),Flora Malesiana 1950 (book),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Charlotte Prieu,20-Aug-14,,
165990,Ochanostachys amentacea,Coulaceae,Santalales,330. Androecium structural phyllotaxy (D1),Flora Malesiana 1950 (book),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Charlotte Prieu,20-Aug-14,,
165991,Ochanostachys amentacea,Coulaceae,Santalales,331. Number of androecium structural whorls (C1),Flora Malesiana 1950 (book),,1,,,,Charlotte Prieu,20-Aug-14,,
166003,Ochanostachys amentacea,Coulaceae,Santalales,400. Gynoecium phyllotaxy (D1),Parasitic Plant Connection 2014 (website),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Charlotte Prieu,20-Aug-14,,
166002,Ochanostachys amentacea,Coulaceae,Santalales,401. Number of structural carpels (C1),Parasitic Plant Connection 2014 (website),,,3,4,,Charlotte Prieu,20-Aug-14,,
166004,Ochanostachys amentacea,Coulaceae,Santalales,403. Fusion of ovaries (C1),Parasitic Plant Connection 2014 (website),,1,,,,Charlotte Prieu,20-Aug-14,,
125314,Ochna multiflora,Ochnaceae,Malpighiales,100. Sex (D1),Flora Zambesiaca 2013 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Mario Coiro,08-Jul-13,,
125358,Ochna multiflora,Ochnaceae,Malpighiales,201. Number of perianth parts (C1),Flora Zambesiaca 2013 (website),,,9,10,,Mario Coiro,08-Jul-13,,
125361,Ochna multiflora,Ochnaceae,Malpighiales,207. Symmetry of perianth (D1),PhytoImages 2012 (website),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Mario Coiro,08-Jul-13,Mario Coiro,08-Jul-13
125332,Ochna multiflora,Ochnaceae,Malpighiales,230. Perianth phyllotaxy (D1),Flora Zambesiaca 2013 (website),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Mario Coiro,08-Jul-13,,
125335,Ochna multiflora,Ochnaceae,Malpighiales,231. Number of perianth whorls (C1),Flora Zambesiaca 2013 (website),,2,,,,Mario Coiro,08-Jul-13,,
125339,Ochna multiflora,Ochnaceae,Malpighiales,232. Perianth merism (C1),Flora Zambesiaca 2013 (website),,5,,,,Mario Coiro,08-Jul-13,,
125352,Ochna multiflora,Ochnaceae,Malpighiales,234. Perianth differentiation (D1),Flora Zambesiaca 2013 (website),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Mario Coiro,08-Jul-13,,
125380,Ochna multiflora,Ochnaceae,Malpighiales,301. Number of fertile stamens (C1),Flora Zambesiaca 2013 (website),,20,,,,Mario Coiro,08-Jul-13,Mario Coiro,08-Jul-13
125382,Ochna multiflora,Ochnaceae,Malpighiales,301. Number of fertile stamens (C1),Flora Zambesiaca 2013 (website),,14,,,,Mario Coiro,08-Jul-13,,
125404,Ochna multiflora,Ochnaceae,Malpighiales,313. Anther dehiscence (D1),Flora Zambesiaca 2013 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Mario Coiro,08-Jul-13,,
125410,Ochna multiflora,Ochnaceae,Malpighiales,400. Gynoecium phyllotaxy (D1),Flora Zambesiaca 2013 (website),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Mario Coiro,08-Jul-13,,
125414,Ochna multiflora,Ochnaceae,Malpighiales,401. Number of structural carpels (C1),Flora Zambesiaca 2013 (website),,5,,,,Mario Coiro,08-Jul-13,,
125427,Ochna multiflora,Ochnaceae,Malpighiales,411. Number of ovules per functional carpel (C1),Flora Zambesiaca 2013 (website),,1,,,,Mario Coiro,08-Jul-13,,
86294,Ochroma pyramidale,Malvaceae,Malvales,100. Sex (D1),Robyns 1964 (FloraPanama),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Maria von Balthazar,05-Apr-13,,
86296,Ochroma pyramidale,Malvaceae,Malvales,102. Ovary position (D1),Robyns 1964 (FloraPanama),102. Ovary position (D1): (0) superior,,,,,Maria von Balthazar,05-Apr-13,,
86303,Ochroma pyramidale,Malvaceae,Malvales,201. Number of perianth parts (C1),Robyns 1964 (FloraPanama),,10,,,sepals largely united,Maria von Balthazar,05-Apr-13,,
86304,Ochroma pyramidale,Malvaceae,Malvales,204. Fusion of perianth (C1),Robyns 1964 (FloraPanama),,0.66,,,calyx,Maria von Balthazar,05-Apr-13,,
86305,Ochroma pyramidale,Malvaceae,Malvales,204. Fusion of perianth (C1),Robyns 1964 (FloraPanama),,0,,,petals,Maria von Balthazar,05-Apr-13,,
86306,Ochroma pyramidale,Malvaceae,Malvales,207. Symmetry of perianth (D1),Robyns 1964 (FloraPanama),207. Symmetry of perianth (D1): (4) asymmetric,,,,calyx with unequal lobes,Maria von Balthazar,05-Apr-13,,
86307,Ochroma pyramidale,Malvaceae,Malvales,207. Symmetry of perianth (D1),Robyns 1964 (FloraPanama),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,petals,Maria von Balthazar,05-Apr-13,,
86298,Ochroma pyramidale,Malvaceae,Malvales,230. Perianth phyllotaxy (D1),von Balthazar et al 2006 (PlantSystEvol),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Maria von Balthazar,05-Apr-13,Maria von Balthazar,05-Apr-13
86299,Ochroma pyramidale,Malvaceae,Malvales,231. Number of perianth whorls (C1),Robyns 1964 (FloraPanama),,2,,,,Maria von Balthazar,05-Apr-13,Maria von Balthazar,05-Apr-13
86300,Ochroma pyramidale,Malvaceae,Malvales,232. Perianth merism (C1),Robyns 1964 (FloraPanama),,5,,,,Maria von Balthazar,05-Apr-13,,
86302,Ochroma pyramidale,Malvaceae,Malvales,234. Perianth differentiation (D1),Robyns 1964 (FloraPanama),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Maria von Balthazar,05-Apr-13,,
86756,Ochroma pyramidale,Malvaceae,Malvales,301. Number of fertile stamens (C1),Robyns 1964 (FloraPanama),,9999,,,numerous,Maria von Balthazar,11-Apr-13,,
86757,Ochroma pyramidale,Malvaceae,Malvales,305. Filament (D1),Robyns 1964 (FloraPanama),305. Filament (D1): (2) long and narrow,,,,,Maria von Balthazar,11-Apr-13,Maria von Balthazar,06-Jul-16
86320,Ochroma pyramidale,Malvaceae,Malvales,311. Anther orientation (D1),Robyns 1964 (FloraPanama),311. Anther orientation (D1): (2) extrorse,,,,,Maria von Balthazar,05-Apr-13,,
86321,Ochroma pyramidale,Malvaceae,Malvales,313. Anther dehiscence (D1),Robyns 1964 (FloraPanama),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Maria von Balthazar,05-Apr-13,,
86310,Ochroma pyramidale,Malvaceae,Malvales,330. Androecium structural phyllotaxy (D1),von Balthazar et al 2006 (PlantSystEvol),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Maria von Balthazar,05-Apr-13,,
86311,Ochroma pyramidale,Malvaceae,Malvales,331. Number of androecium structural whorls (C1),von Balthazar et al 2006 (PlantSystEvol),,2,,,,Maria von Balthazar,05-Apr-13,,
86312,Ochroma pyramidale,Malvaceae,Malvales,332. Androecium structural merism (C1),von Balthazar et al 2006 (PlantSystEvol),,5,,,,Maria von Balthazar,05-Apr-13,,
86323,Ochroma pyramidale,Malvaceae,Malvales,400. Gynoecium phyllotaxy (D1),Robyns 1964 (FloraPanama),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Maria von Balthazar,05-Apr-13,,
86324,Ochroma pyramidale,Malvaceae,Malvales,401. Number of structural carpels (C1),Robyns 1964 (FloraPanama),,5,,,,Maria von Balthazar,05-Apr-13,,
86761,Ochroma pyramidale,Malvaceae,Malvales,403. Fusion of ovaries (C1),Robyns 1964 (FloraPanama),,1,,,,Maria von Balthazar,11-Apr-13,,
86760,Ochroma pyramidale,Malvaceae,Malvales,411. Number of ovules per functional carpel (C1),Robyns 1964 (FloraPanama),,99999,,,many ovulate,Maria von Balthazar,11-Apr-13,,
